Car Name,Price
جيب جراند شيروكي 2019 ابيض كسر زيرو 01111303358,"EGP 2,200,000"
تيل فرامل بورش كايمن وكاريرا,"EGP 2,500"
key for qashqai,"EGP 1,500"
رينو فلوينس,"EGP 410,000"
لهواه التميز,"EGP 3,500,000"
لانسر,"EGP 165,000"
Tiggo3 2023 for sale,"EGP 505,000"
opel astra 2013,"EGP 310,000"
فانوس فيرنا اصلي شمال ووش جديد شمال ٠١٠٩٩٥٦٩٩٢٥,EGP 600
ماذدا ٣,"EGP 360,000"
‏السيارة فبريكا بالكامل صيانات توكيل,"EGP 400,000"
بيجو 5008 Gt 2020فابريكه بالكامل,"EGP 1,050,000"
عربيه للايجار,EGP 450
لانسر بومة ٢٠١٣,"EGP 305,000"
فانوس بروتون ساجا ٢٠٢١ الاصلي يحتاج باغا فقط,"EGP 1,900"
قطع غيار ريو,"EGP 7,000"
مراية كيا سيراتو 2014 يمين,"EGP 2,000"
سيارة باجيرو للبيع,"EGP 690,000"
عربيه mg6 موديل 2022 للبيع,"EGP 620,000"
سوزوكي فان فابريكا,"EGP 160,000"
تيجو ٢٠٢٢,"EGP 615,000"
BMW 320 CABRIOLET,"EGP 340,000"
بيكانتو أوتوماتيك  ٢٠١٢,"EGP 250,000"
قطع غيار زيادات,EGP 150
انتلة سقف بدون قاعدة  هوائى سقف بدون قاعدة,EGP 300
فلتر زيت  اسبرانزا  M11  بالكرتونة أصلى,EGP 300
سياره فولكسفاغن باسات للبيع,"EGP 210,000"
كيا سول ٢٠١٥ للبيع,"EGP 400,000"
نيسان صنى اعلى فئه كسر زيرو عداد ٢٧٠٠٠كم فقط,"EGP 410,000"
swift car suzuki best condition,"EGP 85,000"
‏عربية مرسيدس أي 200,"EGP 2,300,000"
nubera,"EGP 95,000"
كار سيت جيراكو,EGP 300
‏عربية مرسيدس أس 500 2007 متعددة بالكامل إلى 2013,"EGP 1,150,000"
GLC 300 Coupe from CNA - Like new condition,"EGP 3,750,000"
٢اكصدام سوزوكي فان,EGP 450
چاك SUV S2 . . 2019,"EGP 340,000"
بربريزامامي,EGP 600
قطع غيار دايو ليجانزا,"EGP 3,000"
قطع غيار مازدا ٣ من ٢٠٠٧,"EGP 1,000"
ديسك و اسطوانه فيرنا,EGP 399
فانوس خلفى هايس جديد,"EGP 1,200"
رينو لوجان اوتوماتيك موديل 2018,"EGP 275,000"
رشاشات اوبل تعديل لرشاشات اللانوس,EGP 450
اسطوانة غاز للسيارة,"EGP 4,000"
سوبارو الفئة الاولى الوحش اليابانى,"EGP 850,000"
دايو لانوس,"EGP 115,000"
مساعدين اسكودا فليشيا امامي عدد 2 صناعة الماني,EGP 600
سيارة MG موديل 2022 ZS للبيع في حالة الزيرو تماما,"EGP 645,000"
سيزوكي سويفت اعلي فئة شاشه وكاميرا  ٢٠٢١,"EGP 425,000"
فوانيس مدخنه,"EGP 2,000"
غاز حقن كامل للبيع,"EGP 4,000"
رينو لوجان 2015 مانيوال,"EGP 195,000"
توسان اعلي فئه بنظام التعاقد المسبق تصلح مالك اول او لذوى الهمم,"EGP 650,000"
Turbo bmw f30 320i,"EGP 8,000"
عفشة عربية تويوتا كورولا ٢٠١٣,"EGP 8,000"
عتب توسان جديد بحالته الاصليه مرفوع,"EGP 5,000"
كيا كارينز الأعلى فئه 2013 فابريكا للبيع,"EGP 395,000"
اريزو 20/21 للائجار الاستخدام الشخصي فقط,"EGP 8,000"
نيسان صني ٢٠١٧ للايجار الشخصي فقط,"EGP 7,000"
2رفرف الالنترا md2016 بدون بوهيه ولا خربوش,"EGP 2,200"
Golf 7 2015 full options  خليجى,"EGP 699,000"
طقم مرايات عربية,EGP 150
فريم عربية ڤيرنا اصلي حالة ممتازة,EGP 350
كيا سيراتو موديل 2011 فابريكا,"EGP 330,000"
كنترول نوبيرا (١),EGP 600
بيع عتب سيارة هيونداي اصلي,"EGP 2,500"
350000 ج م جولف 6 هاي لاين,"EGP 350,000"
sunny 2021 بصمه,"EGP 410,000"
بي واي دي f3اتوماتك,"EGP 350,000"
نيسان صني ٢٢,"EGP 450,000"
كيا سبورتاج 2017 تربو اعلى فئه,"EGP 760,000"
للايجار نيسان صني 2022,"EGP 9,000"
‏بسم الله ما شاء الله عربية سكودا كودياك موديل 2023 sport line,"EGP 1,900,000"
تويوتا كورلا فابريكة ٢٠١٠ استعمال دكتورة - حالة نادرة ٨١٥٠٠ كم,"EGP 450,000"
bmw 316! 89000 km,"EGP 760,000"
تيجو ٢٠١٩,"EGP 340,000"
Evouqe 2023. R-Daynamic. . Zero,"EGP 1,600,000"
Range Rover velar Hse 2021,"EGP 1,825,000"
كرسي من ديزني,EGP 600
سمكري سيارات,EGP 100
قطع غيار سيارات,"EGP 2,400"
BMW idrive carplay steering wheel cluster,EGP 100
سياز 2016 فابريكة بالكامل,"EGP 360,000"
كرسي سيارة و عربية نقل اطفال جديد للبيع بيعر منيز,"EGP 8,000"
كرسي سيارة للطفل ماركة  ( Happy Baby ) خامة حديد وارد الامارات,EGP 850
سياره جيلي ام جرند7,"EGP 150,000"
سيارة,"EGP 470,000"
2022 Mercedes E200 Cabirolet Coupe AMG وكيل بالضمان,"EGP 4,000,000"
بحاله المصنع تماما مرور النزهه,"EGP 950,000"
مطلوب سيارة ربع نقل صندوق مغلق,"EGP 7,500"
لانسر بومه,"EGP 230,000"
شيفروليه دبابة ٢٠١٤ فابريكة بي الكامل,"EGP 335,000"
Pirelli 245 40 19 tire only,"EGP 12,000"
Mercedes c200,"EGP 2,550,000"
opel insignia,"EGP 940,000"
فانوس خلفي يمين النترا md 2012,EGP 500
air conditioner compressor,"EGP 1,000"
BMW 318i luxury,"EGP 890,000"
كيا سيراتو للبيع kia,"EGP 470,000"
ام جي 6 موديل 2021 للبيع,"EGP 615,000"
فانوس يمين 10iجراند,"EGP 2,500"
كرولا زيرو 2022 للبيع مرخصه سنه 3500 كم فقط لون احمر نبيتي  1008733000,"EGP 795,000"
ام جي ٢٠١٩ zs,"EGP 450,000"
اوبل استرا ٢٠١٦ فبريكه بالكامل,"EGP 420,000"
موتور كيا سيراتو ١٦٠٠ سي سي موديل ٢٠٠٦,"EGP 5,000"
4G Lte Car Radio Multimedia,"EGP 14,000"
optra 2020 اعلا فئة,"EGP 390,000"
بوابه لانسر بوما ب حساس الايدل والابتي اس,"EGP 2,000"
بيجو ٣٠٧ s. w,"EGP 160,000"
بيع سياره,"EGP 390,000"
مطلوب سيارة للإيجار أي موديل _ إسبوعين في الشهر,"EGP 3,000"
فوانيس كيا كازينز,"EGP 14,000"
إلنترا إي دي,"EGP 620,000"
طقم مساعدين فيرنا امامي وخلفي,EGP 600
stroller & car seat,"EGP 3,500"
BYD  2017  للايجار الشهري للاستخدام الشخصي,"EGP 7,000"
jeep cherokee 2021 for sale,"EGP 2,700,000"
كبوت C5 سيدان,"EGP 3,000"
طاره لانسر بومه,EGP 500
لانسر شارك ٢٠١٥,"EGP 360,000"
عتبة كيا سبورتاج,EGP 800
جوليون الفئه التالته كسر زيرو,"EGP 740,000"
رينو بيتي للبيع,"EGP 235,000"
سكودا فيليشيا ١٩٩٧,"EGP 68,000"
فوانيس رينو كليو,EGP 600
اكصيدام امامي وشبكة  اوبتر 2017 جديد,"EGP 1,500"
A200 2021,"EGP 1,700,000"
elantra 2016,"EGP 485,000"
BMW 525i for sale,"EGP 240,000"
تويوتا الملكه اوتوماتيك تكييف باور  فبريكه دواخل,"EGP 145,000"
فرصة قبل التعويم  بيجو ٥٠٠٨ موديل ٢٠٢٢ كالجديدة  من المالك، فابريكا,"EGP 1,600,000"
E 200 model 2015,"EGP 1,400,000"
قطع غيار,"EGP 8,000"
peugeut 508 GT LINE,"EGP 835,000"
فانوس تيبو خلفى يمين,"EGP 3,500"
تويوتا كورولا,"EGP 255,000"
كوبلن لسيارة فيات الحاله جديد,EGP 800
شيري تيجو 7,"EGP 187,500"
رينو ستيب واي,"EGP 158,000"
إم جي 5,"EGP 152,500"
نيسان صني,"EGP 118,500"
suzuki dzire,"EGP 112,500"
Byd f3,"EGP 96,000"
Chevrolet Camaro SS ( Gomrok-جمرك ),"EGP 350,000"
Volks wagen Passat,"EGP 410,000"
Citroen C5,"EGP 315,000"
kia xceed,"EGP 263,000"
Mg Rx5,"EGP 216,000"
سوزوكي سويفت ٢٠٢٢,"EGP 140,000"
فيات تيبو 2020 الفئه الثانيه,"EGP 510,000"
هيونداي كريتا,"EGP 264,000"
فولكس فاجن تيجوان,"EGP 505,000"
إلينترا CN7,"EGP 245,000"
Ssangyong Xlv,"EGP 219,000"
نيسان قشقاي 2022,"EGP 318,000"
بيجو 5008,"EGP 471,000"
شانجان ألسفن,"EGP 102,000"
كيا سبورتاج,"EGP 1,200,000"
جيتور x95,"EGP 315,000"
سوزوكى فان للبيع,"EGP 125,000"
فوانيس خلفى تويوتا,EGP 500
اكصدام خلفي  فيرنا اصلي,EGP 600
مطلوب فورتشنر موديل ١٨ او ١٩ . . كاش  ١. ٤جنيه,"EGP 1,400,000"
شيفروليه سبارك ٢٠٠٩ حالة الزيرو,"EGP 147,000"
BMW 320i 2018 Used 2.0 A/T Exclusive,"EGP 1,100,000"
for sale,"EGP 220,000"
Electric toy car rechargable battey with charger and controller,EGP 300
باجيرو,"EGP 1,450,000"
اربع ابواب نيسان صاني 1999 بالكابوت,"EGP 4,000"
Nissan QASHQAI 2016,"EGP 490,000"
توب لاين بصمه فابريكه بدون خربوش اول يد حاله زيرو صيانه توكيل,"EGP 535,000"
قطع غيار لانسر شارك للبيع,"EGP 4,200"
شيفروليه افيو 2015,"EGP 252,000"
Electric toy car with controller needs batterys,EGP 250
Range Rover Velar Front Headlights ‏فوانيس رنجروفر فيلار,EGP 350
هونداي النترا Ad,"EGP 610,000"
نسيان صني سوبر صالون فابريكه بره وجوه ما عدا جزء بسيط في العتبه,"EGP 285,000"
Range Rover Velar 2022 ( Brand new ),"EGP 3,600,000"
مرسيدس بنز سي 180,"EGP 1,150,000"
جيلى إميجراند 7 حالة نادره,"EGP 175,000"
نيو اكسنت موديل 2010,"EGP 270,000"
اوبل انسيجنا,"EGP 700,000"
سياره نقل للايجار,"EGP 5,000"
كيا شوما,EGP 100
bmw 520,"EGP 315,000"
c 180,"EGP 1,450,000"
فابريكا,"EGP 35,000"
فرش ابواب,"EGP 2,000"
اوبل جراند لاند استعمال راقى للبيع هاى لاين سبورت,"EGP 675,000"
سوزوكي سيلاريو 2022 أوتوماتيك بمقدم 100000 من المصرية أوتو كار,"EGP 100,000"
e250   amg,"EGP 1,550,000"
Mini cooper cabriolet JCW,"EGP 1,800,000"
رينو اوتوماتيك,"EGP 170,000"
Mercedes-Benz B200,"EGP 2,000,000"
Mercedes-Benz 35 AMG,"EGP 2,800,000"
Jeep Grand Cherokee,"EGP 3,250,000"
شيفروليه افيو,"EGP 255,000"
مروحه فيات سيينا علي التجربه,EGP 220
كرسي اطفال هزاز وكاريكوت متنوع,EGP 300
BMW X3,"EGP 1,150,000"
نيسان صني ٢٠٢٣ زيرو,"EGP 485,000"
جراند شروكي ١٣ الف ضمان ممتد حاله الزيرو,"EGP 2,600,000"
بيع بتسهيلات - او بدل باصغر,"EGP 65,000"
سيتروين سي إليزيه كمفورت 2023 بمقدم 145000 من المصرية أوتو كار,"EGP 145,000"
نيسان صني الفئه الثانيه ٢٠٢٠ بحاله ممتازه,"EGP 350,000"
تيجوان بحاله ممتازه للبيع,"EGP 810,000"
صنى 2014 اوتوماتيك فبريكا دواخل رشة حزام نظافة,"EGP 228,000"
glc 200 2023 new shape جي ال سي ٢٠٠,"EGP 2,000,000"
gle450 2023 جي ال ايه ٤٥٠,"EGP 5,000,000"
Mercedes c200 AMG 2023,"EGP 2,950,000"
glc43,"EGP 1,700,000"
velar se,"EGP 3,850,000"
اسبرانزا  a 213  سبيرانزا  2013,"EGP 75,000"
هيونداي إلنتراHD ٢٠٢٣ بمقدم 145000 من المصرية أوتو كار إستلام فوري,"EGP 145,000"
رينج روفر ديسكفري موديل ٢٠٢٠,"EGP 2,850,000"
مكتب ايجار سياره شخصي vib,EGP 400
بيجو 508 gt,"EGP 400,000"
Mercedes GLC 200,"EGP 3,600,000"
Merceds C180 - 2010 Classic,"EGP 625,000"
كيا سيراتو 2011 تانى فئه بلوتوث طاره مالتى جنوط,"EGP 355,000"
إم جي5 لاكشري 2022 بمقدم 150000 من المصرية أوتو كار,"EGP 150,000"
اوكتافيا ٢٠٢٢ A8 Style plus,"EGP 1,400,000"
Skoda octavia elegance line,"EGP 465,000"
شينراي x30,"EGP 85,000"
chair,"EGP 1,500"
سيات ليون Fr,"EGP 350,000"
FIAT 500x 2020,"EGP 700,000"
مازدا 3 فابريكا بالكامل,"EGP 565,000"
ميتسوبيشي باجيرو,"EGP 900,000"
جيب ليبرتي التورنادو,"EGP 310,000"
تويوتا ياريس ٢٠١٥ كسر زيرو,"EGP 525,000"
FiAT X500,"EGP 670,000"
H8 RGB Angel Eyes Halo Ring Light LED Canbus WIFI,"EGP 2,550"
حاله جيده جدا,"EGP 175,000"
سوزوكى التو اتوماتيك فابريكا بالكامل,"EGP 110,000"
جنوط اسبور شارك,"EGP 7,000"
مرسيدس بنز  C180 افينجارد  موديل 2015 لذوي الاحتياجات الخاصة,"EGP 960,000"
تيل فرامل ياباني وكوري أمامي,EGP 50
نيسان صني 2019 فبريقة برا وجوا 65000 كم,"EGP 325,000"
Opel Astra 2017 - اوبل استرا فابريكا  بالكامل,"EGP 470,000"
Range Rover Evoque 2023,"EGP 2,950,000"
BMW 318i 2016 luxury,"EGP 740,000"
تويوتا كورولا 2014 اعلى فئـة,"EGP 500,000"
موتور رفع زجاج كهرباء,EGP 800
جديد ب 1200 عند كمالو,"EGP 1,000"
سيات . . توليدو . . 2018 ( قسط عربيتك من البقري موتورز ),"EGP 585,000"
رينو لوجان ٢٠١٥ اتوماتيك حاله ممتازه امكانية التقسيط,"EGP 265,000"
سكودا اوكتافيا ستايل,"EGP 1,070,000"
تويوتا كورلا,"EGP 300,000"
اسبرسو  موديل ٢٠٢٢ بحاله الزيروو,"EGP 285,000"
رينو داستر ٢٠٢٠ الفئة الثانية فبريكة بالكامل,"EGP 550,000"
هونداي اربي استعمال طبيب الرقم ٠١٠٦٨١٠٧٧٦٦,"EGP 372,000"
بريلياس V5 أعلي فئه كمله بصمه,"EGP 280,000"
Seat Leon,"EGP 2,000"
رينو ٢٠١٣ كامله اوتوماتيك فبريكة,"EGP 185,000"
تويوتا كورلا الفئه التانيه,"EGP 250,000"
for direct call 01001263154,"EGP 190,000"
سيراتو٢٠١٦,"EGP 550,000"
علامة جيب رينيجيد - Jeep Renegade logo,EGP 350
hyundai tuscon 2017,"EGP 760,000"
فيات تيبو 2019,"EGP 370,000"
كيا سبورتاج توب لاين بلس,"EGP 300,000"
سوبيرب امبيشن ٢٠٢٢,"EGP 1,450,000"
نيسان سنترا2019,"EGP 450,000"
مطلوب سيارات للعمل  للعمل مع شركة VIP Auto Trade,"EGP 180,000"
سويفت توين ابيض فى اسود,"EGP 150,000"
للبيع  ام جي 5  موديل ٢٠٢١  لاكشري اعلي فئه,"EGP 465,000"
عربيه بولنيز  ١٩٩٠,"EGP 25,000"
بيجو . . 3008 . . 2022  ( قسط عربيتك من البقري موتورز ),"EGP 1,400,000"
مرسيدس اكس كلوزيف اعلى فئه فى العالم,"EGP 750,000"
النترا ام دي,"EGP 43,000"
سيارة للايجار,"EGP 4,000"
اسكاترا اصلي,"EGP 1,000"
نيسان . . صني . . 2022  ( قسط عربيتك من البقري موتورز ),"EGP 450,000"
هوندا سيفيك,"EGP 65,000"
رينو فلوينس للبيع,"EGP 380,000"
سيات . . أرونا . . FR  2020 . .  ( قسط عربيتك من البقري موتورز ),"EGP 750,000"
رينو داستر٢٠١٦,"EGP 358,000"
Mercedes 200 W115 1975 مرسيدس ٢٠٠ موديل ١٩٧٥,"EGP 275,000"
لانسر 2008,"EGP 185,000"
نيسان صني 2017,"EGP 250,000"
Range Rover sport MTI 2022 باقل مقدم و اقل فائدة استلم فورا (وكيل),"EGP 1,020,000"
Range Rover velar se R-Daynmic 2022 باقل مقدم و اقل فائدة استلم فورا,"EGP 720,000"
bmw 316i 2010 فبريكة بالكامل,"EGP 450,000"
Porsche Cayenne S 2019,"EGP 4,250,000"
نيسان قشقاى,"EGP 800,000"
اوبترا اعلي فئة 2023-Optra 2023,"EGP 485,000"
سكودا . . سوبيرب . . 2022  ( قسط عربيتك من البقري موتورز ),"EGP 1,550,000"
عربية شيفرولية اوبترا 2007,"EGP 225,000"
جاك جيه 7 2021 توب لاين فابريكا كسر زيرو ادفع 147000 وقسط بأقل فائده,"EGP 191,000"
سوزوكي . . فيتارا . . 2022 ( قسط عربيتك من البقري موتورز ),"EGP 800,000"
عاكس اقصدام,EGP 350
تيجو3 برو2023زيرو رخصة ولم تستخدم استلام فوري متاح لون ابيض وفضي,"EGP 550,000"
BMW 520i  luxury 2021,"EGP 720,000"
قشقاي 2021 اعلى فئة,"EGP 800,000"
سوزوكي ارتيجا ٢٠٢١ فابريكة بالكامل اعلي فئة بمقدم ٣١٠،٠٠٠,"EGP 310,000"
Opel Astra 2020 for sale,"EGP 495,000"
Mercedes Benz,"EGP 4,700,000"
سيات . ابيزا . FR . 2020 . / Beats / . ( قسط عربيتك من البقري موتورز ),"EGP 700,000"
نيسان سنترا موديل 2021 بمقدم 178500,"EGP 595,000"
اوبل استرا ٢٠١٣,"EGP 350,000"
C180 AMG 2022,"EGP 2,700,000"
مشط ايطالي اصلي اوتوجاما,EGP 500
فيات . . X500  . . 2020 . .  1400 cc . . Turbo,"EGP 800,000"
بافلي,"EGP 420,000"
النترا 2019 السادسه بصمه فبريكا بالكامل90000 كيلو,"EGP 625,000"
VW Passat Trend-Line Plus 2021 4000KM بالتقسيط,"EGP 288,000"
Audi Q2 S Line 2019 44000KM مقدم 25%,"EGP 268,000"
OPEL MOKKA 2022 بالتقسيط عداد ٢٩٠٠٠ ك. م,"EGP 400,000"
نيسان . . جوك . . 2021  ( قسط عربيتك من البقري موتورز ),"EGP 775,000"
jeep kk in good condition,"EGP 450,000"
شركه الفهد للمزين والخدمات السياحيه وتجاره السيارات,EGP 500
MG5للبيع,"EGP 590,000"
